"","Latitude","Longitude","Place","As","Cr","Zn"
"3524",34.492,-116.4833,"San Bernardino",NA,50,69
"3670",34.2456,-117.6098,"San Bernardino",NA,90,110
"1892",34.9649,-115.3999,"Needles",NA,24,44
"528",36.01009,-117.85154,"Death Valley",2.8,27,63
"2848",34.9363,-116.2936,"San Bernardino",NA,52,52
"5046",40.88083,-123.14629,"Redding",24.5,186,100
"1631",35.1802,-115.2725,"Kingman",NA,47,85
"2653",34.9375,-117.6787,"San Bernardino",NA,34,51
"1875",34.879,-115.6764,"Needles",2.9,36,72
"1263",36.7227,-118.1749,"Fresno",3.5,3,74
"277",34.20843,-114.78924,"Needles",6.1,32,206
"2125",34.7239,-114.6063,"Needles",NA,110,120
"3641",34.1139,-117.5914,"San Bernardino",NA,120,160
"3728",34.2373,-117.1717,"San Bernardino",NA,120,90
"3170",34.6151,-116.4618,"San Bernardino",NA,27,43
"2676",34.8158,-117.7465,"San Bernardino",NA,42,82
"5132",40.32823,-123.8424,"Redding",5.4,83,84
"1534",35.1828,-115.5382,"Kingman",NA,51,76
"1724",35.1693,-115.8723,"Kingman",NA,24,40
"4725",39.60449,-121.68897,"Chico",1.9,108,75
"4093",36.80568,-119.94349,"Fresno",3.4,36,65
"3757",34.1039,-117.0946,"San Bernardino",NA,94,110
"338",33.7809,-115.41697,"Salton Sea",2.3,33,74
"4258",41.1483,-120.0538,"Alturas",NA,48,72
"3113",34.5568,-116.5099,"San Bernardino",NA,55,60
"3912",34.2022,-116.2113,"San Bernardino",NA,48,97
"924",35.1294,-116.5187,"Trona",6.9,20,54
"2192",34.3499,-115.8274,"Needles",NA,26,73
"382",35.45595,-117.96874,"Trona",2.5,23,55
"106",34.93001,-118.94512,"Los Angeles",3.5,13,41
"3094",34.7194,-116.7019,"San Bernardino",NA,61,47
"5098",41.3337,-123.15946,"Weed",2.2,71,114
"3208",34.6284,-116.1777,"San Bernardino",NA,39,99
"374",35.53853,-116.65034,"Trona",5,34,68
"3470",34.3017,-116.5152,"San Bernardino",NA,52,100
"2030",34.5914,-115.6459,"Needles",NA,43,52
"4207",36.27084,-120.07192,"Monterey",NA,150,71
"1786",35.8434,-115.8418,"Kingman",NA,36,52
"2239",34.3096,-115.4647,"Needles",NA,36,42
"537",36.98567,-117.60808,"Death Valley",43,24,52
"1255",35.0913,-120.1153,"San Luis Obispo",9.5,19,66
"3096",34.683,-116.7172,"San Bernardino",NA,100,53
"1750",35.6446,-115.5453,"Kingman",NA,18,30
"501",35.36365,-117.69804,"Trona",28.4,77,90
"3310",34.4345,-117.325,"San Bernardino",NA,40,50
"1846",34.7827,-115.8627,"Needles",NA,44,62
"2181",34.3023,-115.9524,"Needles",NA,48,74
"3228",34.59,-116.153,"San Bernardino",NA,67,91
"5110",41.52489,-123.64494,"Weed",5,151,116
"4783",41.5191,-122.18337,"Weed",2.4,204,100
"4133",37.31165,-120.66701,"San Jose",1.8,16,58
"3888",34.1035,-116.4447,"San Bernardino",NA,120,88
"1480",35.1252,-115.0356,"Kingman",NA,34,48
"3292",34.3709,-117.6802,"San Bernardino",NA,130,91
"4896",38.73908,-122.84632,"Santa Rosa",9.8,191,106
"1208",35.2781,-120.3013,"San Luis Obispo",5.2,10,63
"4387",39.68279,-121.45207,"Chico",-0.6,181,89
"2212",34.341,-115.7136,"Needles",NA,38,72
"1211",35.1877,-120.809,"San Luis Obispo",4,44,98
"3800",34.2117,-116.9791,"San Bernardino",NA,12,71
"4019",35.82376,-119.82618,"Bakersfield",5,99,44
"716",36.34206,-121.58283,"Monterey",1.8,85,85
"2313",34.3272,-114.6082,"Needles",NA,53,63
"2358",34.3584,-114.2898,"Needles",NA,51,72
"3940",37.59336,-120.64647,"San Jose",3,20,41
"3235",34.5027,-116.0591,"San Bernardino",NA,170,100
"2563",34.1449,-114.7514,"Needles",2.7,77,79
"559",35.30459,-118.14196,"Bakersfield",5.2,28,139
"4666",41.26391,-121.76888,"Alturas",1.3,69,130
"3180",34.5627,-116.3701,"San Bernardino",NA,61,53
"365",35.01415,-117.59982,"Trona",11.7,9,43
"3614",34.2179,-117.7573,"San Bernardino",NA,53,92
"2624",34.2436,-114.2209,"Needles",NA,48,200
"3349",34.4638,-117.1365,"San Bernardino",NA,62,90
"4479",39.20154,-120.89916,"Chico",19.7,27,17
"2299",34.274,-114.9773,"Needles",NA,50,76
"4214",36.54571,-120.29569,"Monterey",11,170,85
"1082",36.1398,-116.3984,"Death Valley",7.6,86,72
"406",35.34795,-117.45765,"Trona",11,15,52
"2247",34.3256,-115.224,"Needles",NA,36,41
"4570",40.89063,-120.70561,"Susanville",2.5,88,109
"1250",36.2322,-119.474,"Fresno",3.5,22,87
"3027",34.5624,-117.0176,"San Bernardino",NA,54,100
"2596",34.2357,-114.6426,"Needles",NA,52,56
"3209",34.6265,-116.1497,"San Bernardino",NA,98,140
"3550",34.3987,-116.1753,"San Bernardino",NA,61,47
"1012",38.4707,-120.0282,"Sacramento",6.3,62,103
"2908",34.6611,-117.7886,"San Bernardino",NA,54,70
"3951",37.23701,-120.14031,"San Jose",6.5,61,47
"1291",37.2869,-119.5813,"Mariposa",3.3,38,81
"58",36.28617,-118.30189,"Fresno",2.3,34,78
"4727",39.14416,-121.68897,"Chico",6.6,156,86
"2864",34.8795,-116.1426,"San Bernardino",NA,67,86
"396",35.90929,-117.05863,"Trona",3.9,63,78
"1068",38.3728,-121.452,"Sacramento",3.7,53,73
"2457",34.1103,-115.5522,"Needles",NA,38,55
"2116",34.7066,-114.9096,"Needles",NA,81,80
"3688",34.0501,-117.3255,"San Bernardino",NA,44,110
"1371",34.3711,-116.3715,"San Bernardino",2.3,23,59
"827",35.2877,-118.7375,"Bakersfield",4.4,15,124
"533",35.68218,-117.58554,"Trona",5,29,55
"4050",35.82784,-119.20368,"Bakersfield",17,48,120
"3857",34.0082,-116.627,"San Bernardino",NA,63,99
"4506",40.91969,-121.49175,"Susanville",2.7,92,102
"1756",35.6916,-115.6373,"Kingman",NA,50,72
"1387",35.3153,-115.8625,"Kingman",NA,35,50
"1251",36.919,-119.1822,"Fresno",1.6,110,80
"4854",38.02651,-122.18451,"Santa Rosa",15.2,54,124
"5031",40.7489,-123.97593,"Redding",5.6,83,110
"1329",37.1254,-118.4083,"Mariposa",1.1,23,57
"1126",36.8907,-120.6529,"Monterey",7.7,42,43
"2423",34.0091,-115.7192,"Needles",3.5,50,53
"3762",34.1085,-117.249,"San Bernardino",NA,37,140
"326",35.69243,-115.62226,"Kingman",17.5,18,56
"3395",34.49,-117.0962,"San Bernardino",NA,55,86
"1370",34.2362,-116.439,"San Bernardino",6,17,85
"3491",34.4008,-116.7132,"San Bernardino",NA,53,81
"1672",35.4377,-115.668,"Kingman",6.3,45,48
"4915",38.86451,-122.67117,"Santa Rosa",5.7,180,89
"278",34.07818,-115.34405,"Needles",2.1,9,53
"1463",35.2245,-115.154,"Kingman",NA,39,63
"429",36.37348,-117.28243,"Death Valley",10.3,42,46
"1982",34.8516,-114.7014,"Needles",NA,79,63
"4483",39.38575,-120.1517,"Chico",4,14,127
"3715",34.0144,-117.403,"San Bernardino",NA,120,88
"1328",37.8153,-118.5451,"Mariposa",3.1,9,57
"3777",34.2141,-116.8208,"San Bernardino",NA,31,150
"4101",37.68793,-120.47831,"San Jose",1.7,77,71
"146",32.91069,-115.87905,"El Centro",4.9,12,35
"1748",35.6259,-115.4971,"Kingman",NA,11,18
"1853",34.774,-115.7603,"Needles",NA,40,62
"3950",37.97919,-120.99703,"San Jose",2.5,64,61
"1745",35.788,-115.9964,"Kingman",NA,33,430
"739",35.88755,-121.25073,"San Luis Obispo",4.7,73,71
"4106",35.24173,-118.88552,"Bakersfield",9.7,42,83
"2561",34.1981,-114.7742,"Needles",NA,27,100
"5060",39.65344,-123.74349,"Ukiah",3,77,94
"3667",34.0406,-117.6273,"San Bernardino",NA,61,110
"3069",34.6659,-116.8781,"San Bernardino",NA,96,96
"2824",34.8381,-116.367,"San Bernardino",NA,69,72
"2065",34.7064,-115.1352,"Needles",NA,20,42
"1622",35.0659,-114.7344,"Kingman",NA,56,120
"3954",35.59377,-119.14979,"Bakersfield",5.1,51,97
"3793",34.1094,-116.9727,"San Bernardino",NA,840,88
"3316",34.3979,-117.2637,"San Bernardino",NA,42,65
"2265",34.4196,-115.2391,"Needles",NA,33,56
"573",37.55712,-118.41616,"Mariposa",5.2,11,62
"2959",34.5937,-117.7079,"San Bernardino",NA,49,69
"171",37.71083,-120.21741,"San Jose",42.2,89,86
"1163",38.8307,-120.0162,"Sacramento",21.8,16,95
"1298",37.8783,-119.8339,"Mariposa",4.9,21,73
"624",36.60213,-119.20983,"Fresno",3.2,46,85
"2609",34.2431,-114.4581,"Needles",NA,69,64
"814",33.57452,-115.2231,"Salton Sea",3.1,53,99
"1826",34.9732,-115.9555,"Needles",NA,44,75
"3376",34.3577,-117.1802,"San Bernardino",NA,110,100
"1483",35.0384,-114.9094,"Kingman",NA,67,110
"41",36.77151,-117.23473,"Death Valley",7.4,11,54
"4952",39.07223,-123.43222,"Ukiah",7.8,19,84
"4822",40.81266,-122.30068,"Redding",8,27,114
"1266",36.232,-118.0578,"Fresno",3.1,9,92
"4397",39.52231,-120.87185,"Chico",8.7,50,147
"2290",34.4361,-114.9296,"Needles",NA,65,110
"615",37.4244,-118.8583,"Mariposa",4.1,5,53
"4821",40.60378,-122.22199,"Redding",7.6,26,74
"1187",35.29,-120.6918,"San Luis Obispo",5,103,62
"937",35.4814,-117.6472,"Trona",11.1,22,56
"2360",34.3386,-114.2548,"Needles",NA,48,110
"3375",34.3655,-117.2158,"San Bernardino",NA,24,91
"4384",39.4603,-121.46483,"Chico",4.9,164,55
"4409",41.82317,-120.07545,"Alturas",8.2,55,77
"31",33.58716,-117.71548,"Santa Ana",1.7,16,25
"4198",36.11261,-119.26843,"Fresno",NA,55,79
"1246",35.8866,-121.2745,"San Luis Obispo",6.3,71,81
"3299",34.398,-117.3673,"San Bernardino",NA,52,53
"3073",34.7231,-116.7596,"San Bernardino",NA,130,77
"2079",34.6387,-115.2113,"Needles",NA,31,48
"3182",34.6159,-116.4294,"San Bernardino",NA,21,62
"2657",34.9764,-117.5121,"San Bernardino",15.3,30,27
"1576",35.7198,-115.8358,"Kingman",NA,36,49
"2934",34.6901,-117.5948,"San Bernardino",NA,76,90
"3139",34.7088,-116.4728,"San Bernardino",NA,50,91
"3046",34.7126,-116.9506,"San Bernardino",NA,33,100
"4273",41.9849,-120.2791,"Alturas",NA,38,110
"485",36.91938,-118.82384,"Fresno",3.5,11,83
"4014",37.02891,-120.38126,"San Jose",2.9,64,81
"1626",35.0175,-114.7028,"Kingman",NA,63,100
"927",35.8462,-117.9403,"Trona",1.9,31,120
"2163",34.6128,-114.5227,"Needles",NA,110,81
"5024",40.6722,-123.992,"Redding",2.8,113,52
"3454",34.2651,-116.6566,"San Bernardino",NA,69,62
"2194",34.3247,-115.8357,"Needles",NA,32,65
"1259",36.8763,-119.3445,"Fresno",1.4,253,72
"1185",35.9193,-121.4656,"San Luis Obispo",11.8,142,64
"736",34.6851,-114.78619,"Needles",9.2,35,121
"4107",36.72617,-120.16061,"Monterey",3.9,31,41
"3529",34.4514,-116.3756,"San Bernardino",NA,16,23
"715",36.43703,-121.71202,"Monterey",1,47,99
"4333",41.8222,-120.1736,"Alturas",NA,190,64
"873",35.2888,-119.2698,"Bakersfield",29.4,24,92
"4272",41.9877,-120.2447,"Alturas",NA,8,100
"1493",35.4489,-115.9874,"Kingman",NA,38,76
"2491",34.0385,-115.3219,"Needles",NA,34,72
"1148",36.0923,-120.2877,"Monterey",8.1,70,67
"2629",34.9723,-117.9883,"San Bernardino",NA,12,30
"4370",39.86439,-122.35544,"Ukiah",2.5,94,36
"2830",34.8643,-116.4305,"San Bernardino",NA,35,83
"2519",34.0411,-115.2156,"Needles",NA,33,52
"2070",34.681,-115.1059,"Needles",NA,33,82
"3961",37.56249,-120.71961,"San Jose",5.1,28,42
"3350",34.4333,-117.1362,"San Bernardino",NA,54,87
"1716",35.1045,-115.8896,"Kingman",NA,27,39
"4035",36.01154,-119.08669,"Fresno",2.5,38,92
"2301",34.3429,-114.7328,"Needles",NA,110,88
"5091",41.2435,-122.64415,"Weed",6.3,726,77
"3638",34.0195,-117.5928,"San Bernardino",NA,42,110
"825",35.2888,-118.1991,"Bakersfield",12.2,25,73
"3628",34.1827,-117.7965,"San Bernardino",NA,82,110
"2988",34.6902,-117.4777,"San Bernardino",NA,93,88
"2056",34.5626,-115.4949,"Needles",NA,35,92
"1048",38.8954,-121.9007,"Sacramento",8.6,76,101
"4034",36.12282,-120.1534,"Monterey",7.3,120,66
"1867",34.757,-115.7202,"Needles",NA,20,50
"1025",38.6083,-119.9256,"Walker Lake",3.2,2,105
"1453",35.3885,-115.4762,"Kingman",NA,150,140
"5140",41.74018,-123.88142,"Weed",1.1,263,47
"845",35.0179,-119.2404,"Bakersfield",4.4,23,48
"2741",34.8409,-117.205,"San Bernardino",NA,83,45
"3568",34.4928,-116.1975,"San Bernardino",NA,97,86
"1678",35.464,-115.6819,"Kingman",NA,34,79
"584",37.57116,-119.94061,"Mariposa",18.7,39,98
"1356",33.31,-115.5552,"Salton Sea",8.9,10,46
"817",35.7182,-119.3112,"Bakersfield",5.7,38,49
"741",34.02872,-114.62154,"Needles",3.9,13,57
"1010",38.3424,-120.8844,"Sacramento",26.3,100,159
"2644",34.7557,-117.871,"San Bernardino",NA,48,73
"3168",34.5905,-116.4424,"San Bernardino",NA,19,39
"783",34.93202,-115.86759,"Needles",3.5,16,49
"2227",34.4114,-115.5636,"Needles",NA,59,40
"4556",40.59343,-120.1807,"Susanville",2.4,51,73
"1215",35.9247,-121.1317,"San Luis Obispo",0.9,16,33
"367",35.78734,-117.90677,"Trona",3.1,15,77
"2229",34.3803,-115.3102,"Needles",NA,30,53
"4197",35.50635,-119.46484,"Bakersfield",NA,57,96
"989",33.6608,-114.7276,"Salton Sea",3.9,5,36
"4662",40.38075,-121.61936,"Susanville",1.3,120,109
"107",34.90978,-118.22432,"Los Angeles",10.8,35,82
"3108",34.5953,-116.6352,"San Bernardino",NA,52,120
"2377",34.2851,-114.1743,"Needles",NA,59,87
"339",34.78445,-114.60392,"Needles",5.6,60,115
"3433",34.4319,-116.7882,"San Bernardino",NA,47,58
"2589",34.0938,-114.6393,"Needles",NA,45,55
"1649",35.102,-115.4201,"Kingman",NA,31,84
"1691",35.0983,-115.712,"Kingman",NA,28,49
"4027",36.31472,-119.58099,"Fresno",5,65,78
"460",34.30034,-117.83186,"San Bernardino",2,25,98
"4932",38.61558,-123.28463,"Santa Rosa",2.6,52,49
"1683",35.4012,-115.629,"Kingman",NA,30,53
"4149",37.6447,-121.10123,"San Jose",4.4,44,76
"4944",38.95231,-123.33165,"Santa Rosa",4.8,134,63
"392",35.89536,-117.21974,"Trona",9.5,31,50
"1662",35.1731,-115.3419,"Kingman",NA,56,100
"4843",40.57283,-123.05081,"Redding",10.7,248,105
"1021",36.735,-120.1483,"Monterey",4.5,18,36
"3905",34.1489,-116.1288,"San Bernardino",1.5,36,65
"2466",34.0753,-115.5677,"Needles",NA,45,58
"134",35.34169,-117.04129,"Trona",10.3,25,60
"4144",37.98545,-121.10247,"San Jose",16,140,92
"3835",34.2358,-116.6324,"San Bernardino",NA,38,66
"2733",34.8204,-117.0217,"San Bernardino",10.3,47,80
"432",34.15041,-115.965,"Needles",1.9,33,46
"1552",35.5856,-115.8444,"Kingman",NA,51,67
"2172",34.7177,-114.7212,"Needles",8.5,81,130
"4658",38.78829,-122.29528,"Santa Rosa",10.5,109,100
"3024",34.592,-117.0473,"San Bernardino",3.7,57,80
"4372",39.54045,-122.65565,"Ukiah",8.1,55,115
"4446",41.27437,-120.86297,"Alturas",1.4,99,99
"1674",35.4751,-115.5462,"Kingman",NA,67,74
"2872",34.7772,-116.2151,"San Bernardino",NA,150,74
"3895",34.239,-116.4806,"San Bernardino",NA,36,69
"797",34.36678,-115.94893,"Needles",4.1,26,48
"2628",34.9425,-117.9013,"San Bernardino",NA,38,120
"1643",35.1879,-115.4382,"Kingman",NA,56,96
"1747",35.6501,-115.4867,"Kingman",NA,28,42
"3663",34.2024,-117.676,"San Bernardino",NA,36,98
"610",37.45829,-118.32268,"Mariposa",18.3,30,92
"1147",36.1633,-117.3865,"Death Valley",11.5,30,136
"1873",34.8212,-115.6476,"Needles",NA,21,47
"3612",34.1995,-117.8253,"San Bernardino",NA,78,120
"1307",37.287,-119.227,"Mariposa",7.2,11,60
"4780",41.55872,-122.25576,"Weed",2.2,41,73
"3965",35.43999,-119.72408,"Bakersfield",5.7,61,67
"4108",36.18232,-119.97519,"Fresno",10,160,92
"4327",41.7794,-120.1816,"Alturas",NA,30,70
"3806",34.077,-116.8718,"San Bernardino",NA,85,86
"1346",37.9912,-119.1429,"Mariposa",15,29,102
"4569",40.89063,-120.70561,"Susanville",2.5,62,113
"4614",39.94438,-120.70539,"Chico",3.6,88,155
"4819",40.73776,-122.12525,"Redding",4.7,121,90
"3487",34.3643,-116.7007,"San Bernardino",NA,91,76
"2997",34.6987,-117.053,"San Bernardino",NA,51,90
"775",33.81366,-115.00351,"Salton Sea",3.8,32,56
"1816",34.7919,-115.6121,"Needles",NA,22,68
"2809",34.8042,-116.6668,"San Bernardino",NA,13,210
"1155",38.2247,-121.3119,"Sacramento",10.5,43,40
"66",36.94361,-117.39643,"Death Valley",12.6,24,41
"1227",35.0431,-120.4469,"San Luis Obispo",4.3,72,69
"2875",34.7551,-116.1017,"San Bernardino",NA,56,52
"1072",36.3953,-120.3732,"Monterey",8.5,21,59
"3944",36.59564,-120.10342,"Monterey",2.5,45,74
"2472",34.0957,-115.4248,"Needles",NA,35,75
"300",35.29544,-115.17503,"Kingman",7.3,38,72
"1682",35.4757,-115.5991,"Kingman",12.4,48,79
"1793",34.7553,-114.8342,"Needles",NA,50,72
"800",34.17522,-115.28244,"Needles",2.6,6,29
"2489",34.0727,-115.432,"Needles",NA,47,87
"2582",34.0222,-114.6108,"Needles",NA,40,68
"3737",34.0815,-117.1718,"San Bernardino",2.1,84,240
"3633",34.1409,-117.5578,"San Bernardino",NA,61,130
"3608",34.017,-117.9064,"San Bernardino",NA,37,70
"1929",34.7712,-115.1842,"Needles",NA,47,68
"2373",34.0204,-114.5242,"Needles",NA,57,61
"4356",41.5408,-120.0127,"Alturas",NA,46,66
"145",33.6646,-117.39581,"Santa Ana",3,46,90
"1636",35.2151,-115.3794,"Kingman",NA,37,140
"3417",34.3267,-116.9836,"San Bernardino",2.4,76,100
"164",33.76299,-118.02254,"Long Beach",6.2,44,256
"4389",39.78918,-121.42009,"Chico",4.8,536,103
"4172",36.62767,-119.77251,"Fresno",1.9,24,39
"1069",38.9261,-121.2266,"Sacramento",4.6,69,121
"188",34.34597,-118.91734,"Los Angeles",4,10,47
"2562",34.1981,-114.7742,"Needles",NA,49,110
"2476",34.0755,-115.3293,"Needles",NA,30,52
"1635",35.2377,-115.3845,"Kingman",NA,24,91
"260",32.98214,-115.42312,"El Centro",4.8,12,69
"3594",34.1104,-117.8269,"San Bernardino",NA,59,120
"4551",40.58502,-120.24413,"Susanville",4.5,115,90
"2706",34.9818,-117.481,"San Bernardino",NA,17,44
"3136",34.746,-116.4128,"San Bernardino",NA,79,73
"2141",34.675,-114.7355,"Needles",NA,14,39
"101",33.57126,-116.73857,"Santa Ana",1.1,28,101
"3727",34.208,-117.136,"San Bernardino",NA,26,100
"5086",41.17038,-123.08681,"Weed",0.8,138,140
"4388",39.68279,-121.45207,"Chico",3.4,194,85
"829",35.8646,-118.1294,"Bakersfield",2.1,75,119
"979",38.6188,-121.8401,"Sacramento",4.5,156,71
"1612",35.4202,-115.5582,"Kingman",NA,47,77
"660",36.12888,-120.87111,"Monterey",4.1,43,38
"2729",34.7506,-117.0654,"San Bernardino",NA,53,71
"4573",40.43813,-120.86902,"Susanville",4.3,179,115
"2258",34.4628,-115.1339,"Needles",NA,32,71
"1679",35.4979,-115.6472,"Kingman",NA,25,68
"4636",40.76182,-121.36533,"Susanville",2.1,152,94
"3836",34.2434,-116.5988,"San Bernardino",NA,76,71
"2581",34.0467,-114.5875,"Needles",NA,46,53
"3311",34.4628,-117.3281,"San Bernardino",NA,63,76
"4476",41.2551,-121.22948,"Alturas",3.8,111,88
"998",33.8757,-115.1072,"Salton Sea",4.6,17,58
"1525",35.0887,-115.5103,"Kingman",NA,36,76
"1890",34.9329,-115.4244,"Needles",NA,34,51
"1984",34.8802,-114.6859,"Needles",NA,130,150
"1800",34.9969,-115.713,"Needles",NA,38,50
"178",34.14634,-119.18984,"Los Angeles",7.6,24,110
"1441",35.2734,-115.0518,"Kingman",NA,96,92
"2992",34.7161,-117.0128,"San Bernardino",NA,24,60
"3696",34.1984,-117.3229,"San Bernardino",NA,40,100
"2339",34.4712,-114.4492,"Needles",NA,35,44
"2655",34.9443,-117.6413,"San Bernardino",NA,42,62
"4754",39.40775,-122.23682,"Ukiah",10.8,83,93
"2659",34.9518,-117.5127,"San Bernardino",NA,40,55
"2989",34.7191,-117.4891,"San Bernardino",NA,92,62
"3232",34.5225,-116.1093,"San Bernardino",NA,140,87
"1562",35.6311,-115.8945,"Kingman",NA,48,70
"1381",38.324,-119.7494,"Walker Lake",9.8,40,130
"1276",36.4373,-118.7677,"Fresno",2.9,9,71
"2246",34.3073,-115.2201,"Needles",4,39,62
"1584",35.6202,-115.7014,"Kingman",NA,37,54
"3787",34.1751,-116.9033,"San Bernardino",NA,130,74
"4212",36.9271,-120.09961,"Monterey",4.2,55,81
"4421",41.74533,-120.72116,"Alturas",4.8,136,103
"125",33.1381,-116.28984,"Santa Ana",1.5,13,77
"175",34.17411,-118.81056,"Los Angeles",13.5,24,84
"942",35.3107,-116.6856,"Trona",5.3,36,72
"723",35.85386,-120.49537,"San Luis Obispo",3.7,44,51
"4403",41.2485,-120.08379,"Alturas",4.5,42,76
"3047",34.7157,-116.9112,"San Bernardino",NA,100,75
"4162",36.71889,-120.61918,"Monterey",7.9,120,48
"4399",41.45562,-120.2846,"Alturas",5.7,153,109
"1271",35.6409,-120.0177,"San Luis Obispo",12.1,59,105
"3397",34.2678,-116.9015,"San Bernardino",NA,33,82
"1160",36.6763,-121.6767,"Monterey",6,81,94
"1946",34.8586,-114.9141,"Needles",NA,130,94
"3157",34.6846,-116.4323,"San Bernardino",NA,12,120
"2166",34.7433,-114.672,"Needles",NA,120,110
"2208",34.256,-115.7202,"Needles",NA,25,87
"2927",34.6224,-117.5156,"San Bernardino",NA,71,65
"1770",35.9011,-115.934,"Kingman",NA,29,58
"822",35.4334,-118.8967,"Bakersfield",9.3,40,69
"442",34.14831,-117.89841,"San Bernardino",24,18,110
"3723",34.0203,-117.3611,"San Bernardino",NA,49,78
"2142",34.675,-114.7355,"Needles",NA,25,58
"376",36.00839,-117.37301,"Death Valley",14.4,15,133
"3308",34.4313,-117.3624,"San Bernardino",NA,48,75
"5034",40.8346,-123.60109,"Redding",3.9,1240,85
"3919",36.402,-119.6936,"Fresno",6.2,81,97
"1685",35.4298,-115.5338,"Kingman",NA,30,51
"2995",34.7205,-117.0902,"San Bernardino",NA,54,99
"1837",34.7884,-115.988,"Needles",NA,69,65
"3099",34.6255,-116.6431,"San Bernardino",NA,67,66
"1460",35.3875,-115.2637,"Kingman",NA,100,140
"2801",34.879,-116.5574,"San Bernardino",NA,41,55
"2170",34.7242,-114.699,"Needles",NA,91,110
"5146",39.40775,-122.23682,"Ukiah",10.8,89,97
"3984",35.69665,-119.04252,"Bakersfield",3.6,36,83
"3317",34.0196,-117.5174,"San Bernardino",NA,62,86
"4021",37.81386,-121.59273,"San Jose",12,59,61
"4105",35.91358,-119.17543,"Bakersfield",3.3,60,70
"874",35.5734,-119.1492,"Bakersfield",5.9,41,88
"3783",34.2368,-116.8568,"San Bernardino",NA,33,57
"4869",38.38527,-122.75919,"Santa Rosa",3.1,71,38
"4229",36.61803,-119.5992,"Fresno",3.4,39,49
"2690",34.7838,-117.5565,"San Bernardino",NA,52,75
"2343",34.4233,-114.4198,"Needles",NA,61,72
"4213",36.57185,-119.94238,"Fresno",2.9,26,51
"159",37.34665,-120.2108,"San Jose",6.5,86,57
"1196",35.5757,-120.9841,"San Luis Obispo",4,146,68
"2715",34.8258,-117.2534,"San Bernardino",NA,30,41
"2156",34.618,-114.5982,"Needles",NA,10,37
"1214",36.1723,-119.8148,"Fresno",2.2,47,65
"4456",41.61943,-121.26872,"Alturas",2.6,73,86
"3978",35.98743,-118.93226,"Bakersfield",1.7,230,61
"820",35.4289,-119.0386,"Bakersfield",5.4,23,64
"1101",38.974,-120.7185,"Sacramento",8.1,140,74
"2534",34.0353,-114.9308,"Needles",NA,30,31
"3266",34.269,-117.5115,"San Bernardino",NA,49,64
"2461",34.1293,-115.5389,"Needles",NA,34,41
"4692",40.159,-122.75296,"Redding",2,1340,117
"1179",36.3325,-121.3647,"Monterey",1.9,16,72
"1976",34.7843,-114.7416,"Needles",NA,120,90
"1303",37.7079,-118.9487,"Mariposa",5.4,11,74
"1424",35.0463,-114.9531,"Kingman",NA,42,100
"1180",36.7346,-120.8871,"Monterey",7.7,100,69
"4879",38.52846,-122.76846,"Santa Rosa",6.6,136,85
"699",36.30311,-120.69217,"Monterey",9.8,80,85
"964",33.5534,-115.6164,"Salton Sea",23.2,21,68
"2233",34.3424,-115.2877,"Needles",NA,42,56
"2283",34.3607,-114.956,"Needles",NA,63,100
"355",34.80939,-116.96315,"San Bernardino",13.4,31,66
"34",36.72219,-117.01475,"Death Valley",10.7,25,43
"1151",36.5248,-121.6675,"Monterey",3.5,4,26
"5089",41.2573,-122.81495,"Weed",1.3,319,104
"3650",34.1106,-117.6766,"San Bernardino",8,67,150
"69",33.08607,-117.05584,"Santa Ana",1.9,144,131
"115",35.90996,-117.69209,"Trona",4.5,17,49
"642",36.89199,-121.47781,"Monterey",3.2,115,92
"1960",34.9206,-114.881,"Needles",NA,98,93
"3699",34.1768,-117.3686,"San Bernardino",NA,56,73
"2053",34.6539,-115.4326,"Needles",NA,68,67
"3006",34.7234,-117.2273,"San Bernardino",NA,48,150
"1249",36.299,-119.4737,"Fresno",3.1,20,85
"4538",39.64601,-120.86354,"Chico",6.7,331,126
"2062",34.6953,-115.2067,"Needles",NA,49,57
"2985",34.522,-116.2975,"San Bernardino",NA,100,63
"1407",35.3865,-115.3881,"Kingman",NA,52,77
"2742",34.8409,-117.205,"San Bernardino",NA,57,63
"256",32.65582,-115.69208,"El Centro",3.3,5,30
"2235",34.4814,-115.2543,"Needles",NA,31,52
"1736",35.5615,-115.5402,"Kingman",NA,56,93
"4760",39.53987,-122.15114,"Ukiah",5.7,132,95
"1796",34.8352,-115.8198,"Needles",NA,45,64
"2495",34.1258,-115.4193,"Needles",NA,32,58
"2598",34.247,-114.6647,"Needles",NA,66,62
"5063",39.65007,-123.48246,"Ukiah",8.1,156,108
"4155",36.98229,-120.43889,"Monterey",4.3,37,59
"3100",34.6231,-116.6047,"San Bernardino",NA,44,71
"182",34.63635,-119.42469,"Los Angeles",8.3,35,78
"2186",34.3356,-115.9371,"Needles",NA,37,52
"3346",34.3651,-117.3999,"San Bernardino",NA,96,58
"709",35.72272,-120.60663,"San Luis Obispo",1.5,46,34
"371",35.38053,-116.15037,"Trona",10.6,36,52
"2553",34.2156,-114.7509,"Needles",NA,58,210
"2497",34.1291,-115.4996,"Needles",NA,37,61
"4922",39.18499,-123.02761,"Ukiah",7.6,126,150
"3725",34.0848,-117.3675,"San Bernardino",NA,54,71
"3957",35.51503,-119.1061,"Bakersfield",4.8,49,77
"1410",35.2971,-115.4471,"Kingman",NA,25,60
"3517",34.3908,-116.295,"San Bernardino",NA,47,59
