rec_no,labno,labno2,prev_labno,fldnam,coll_date,fldnam_an,descript,aov_code,replicate,loc_count,grainsize,dataset,stype,soil_horiz,color,setting,smpgrsize,datum,photos,acchanwid,fldplnwid,waterdep,watcol,flowstage,flowrate,collector,strbed,relief,contamsou,contampot,contamdegr,veg,formation,anal_notes,joinname,latitude,longitude,quad24code,quad250cod,quad100cod,fips,huc_8,category,qd250name,typedesc,medium,source,source_mod,upsieve,dried,stypenote,prime_id,laslid,ornlid,srlid,lllid,site,xsite,replc,labcond,grabs,samphr,orgn_pct,study,sgeounit,alk,o_diss,scin,airtemp,wtrtemp,ph,cond,strflow,str_chan,weath,veg_dens,rock_type,rock_col,odor,icp40_job,al_icp40,ca_icp40,fe_icp40,k_icp40,mg_icp40,na_icp40,p_icp40,ti_icp40,ag_icp40,as_icp40,au_icp40,ba_icp40,be_icp40,bi_icp40,cd_icp40,ce_icp40,co_icp40,cr_icp40,cu_icp40,eu_icp40,ga_icp40,ho_icp40,la_icp40,li_icp40,mn_icp40,mo_icp40,nb_icp40,nd_icp40,ni_icp40,pb_icp40,sc_icp40,sn_icp40,sr_icp40,ta_icp40,th_icp40,u_icp40,v_icp40,y_icp40,yb_icp40,zn_icp40,cs_icp40,rb_icp40,sb_icp40,zr_icp40,as_job,as_aa,se_job,se_aa,hg_job,hg_aa,sb_job,sb_aa,te_job,te_aa,tl_job,tl_aa,w_job,w_vs,au_job,au_aa,pdpt_job,pd_aa,pt_aa,icp10_job,ag_icp10,as_icp10,au_icp10,bi_icp10,cd_icp10,cu_icp10,mo_icp10,pb_icp10,sb_icp10,zn_icp10,ga_icp10,hg_icp10,se_icp10,te_icp10,tl_icp10,icp16_job,al_icp16,ca_icp16,fe_icp16,k_icp16,mg_icp16,na_icp16,p_icp16,si_icp16,ti_icp16,ba_icp16,cr_icp16,mn_icp16,nb_icp16,sr_icp16,y_icp16,zr_icp16,inaajob_us,inaajob_be,na_inaa,sc_inaa,ti_inaa,cr_inaa,fe_inaa,co_inaa,ni_inaa,zn_inaa,as_inaa,br_inaa,rb_inaa,sr_inaa,zr_inaa,mo_inaa,sb_inaa,cs_inaa,ba_inaa,la_inaa,ce_inaa,nd_inaa,sm_inaa,eu_inaa,tb_inaa,yb_inaa,lu_inaa,hf_inaa,ta_inaa,w_inaa,au_inaa,th_inaa,u_inaa,dn_job,u_dn,th_dn,xrf_job,sio2_xrf,al2o3_xrf,fe2o3_xrf,mgo_xrf,cao_xrf,na2o_xrf,k2o_xrf,tio2_xrf,p2o5_xrf,mno_xrf,loi925c,c_s_job,c_tot,c_org,c_co3,s_tot,al_nure,ca_nure,fe_nure,k_nure,mg_nure,na_nure,ag_nure,as_nure,au_nure,b_nure,ba_nure,be_nure,bi_nure,br_nure,cd_nure,ce_nure,cl_nure,co_nure,cr_nure,cs_nure,cu_nure,dy_nure,eu_nure,f_nure,hf_nure,hg_nure,la_nure,li_nure,lu_nure,mn_nure,mo_nure,nb_nure,ni_nure,p_nure,pb_nure,pt_nure,rb_nure,sb_nure,sc_nure,se_nure,sm_nure,sn_nure,sr_nure,ta_nure,tb_nure,th_nure,ti_nure,v_nure,w_nure,y_nure,yb_nure,zn_nure,zr_nure,u_nure,nure_meth,zip3,congdist
ST014413,C-262695,,,WEEBE1sl,20050608,WEEBE1sl,"NO DIFFERENCE IN UPPER AND LOWER INTERVAL APPEARANCE;GPS READING ON ROAD 70 M DOWNSLOPE FROM SAMPLE SITE;FIR,PINE,BLACK BERRIES,SPARSE GRASS",,,2,,States2005,591,"2-12 in",brown/red,woods,"rocky silt clay",WGS84,"14-0081 TO 14-0082",,,,,,,,,,logging,"not app?",,"trees,shrubs,grass",,,CA0747,41.17038,-123.08681,42124SWH3,42124,42124SW,f06093,18010210,STATE,Weed,SOIL,Sediment,Soil,,150,air,"A few % of samples were ground to -100 mesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-06290,8.28,5.51,9.71,0.38,2.46,1.73,0.087,1.03,-2,-10,-8,96,-1,-50,-2,15,39,138,66,3,24,-4,8,18,1600,-2,21,15,65,6,49,-50,132,-40,-6,-100,352,47,6,140,,,,,MRP-06290,0.8,MRP-06290,-0.2,MRP-06290,0.03,,,,,,,,,MRP-06290,3,MRP-06290,1,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960,0602C2
ST014413,C-262710,,,WEEBE1su,20050608,WEEBE1su,"NO DIFFERENCE IN UPPER AND LOWER INTERVAL APPEARANCE;GPS READING ON ROAD 70 M DOWNSLOPE FROM SAMPLE SITE;FIR,PINE,BLACK BERRIES,SPARSE GRASS",,,2,,States2005,591,"0-2 in",brown/red,woods,"rocky silt clay",WGS84,"14-0081 TO 14-0082",,,,,,,,,,logging,"not app?",,"trees,shrubs,grass",,,CA0748,41.17038,-123.08681,42124SWH3,42124,42124SW,f06093,18010210,STATE,Weed,SOIL,Sediment,Soil,,150,air,"A few % of samples were ground to -100 mesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-06290,7.82,5.78,9.91,0.36,2.56,1.64,0.104,1.09,-2,-10,-8,81,-1,-50,-2,13,40,133,51,3,23,-4,6,14,1780,-2,22,14,61,6,46,-50,133,-40,-6,-100,393,44,6,136,,,,,MRP-06290,0.8,MRP-06290,-0.2,MRP-06290,0.03,,,,,,,,,MRP-06290,3,MRP-06290,-1,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960,0602C2
ST014345,C-262705,,,WEEBF1sl,20050607,WEEBF1sl,"DECOMPOSED GRANITIC ROCK-DIORITE OR QUARTZ DIORITE?;0.5 INCH PINE NEEDLE LITTER REMOVED BEFORE SAMPLING;CEDAR,PINE,SPARSE CLUMPS OF GRASS",,,2,,States2005,591,"2-12 in",buff/gray/brown,woods,"rocky clay silt",WGS84,"14-0079 TO 14-0080",,,,,,,,,,"logging,livestock","not app, poss",,"trees,shrubs",,,CA0749,41.2573,-122.81495,42124SEB2,42124,42124SE,f06093,18010208,STATE,Weed,SOIL,Sediment,Soil,,150,air,"A few % of samples were ground to -100 mesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-06290,8.96,2.33,4.96,0.91,2.78,1.96,0.096,0.399,-2,-10,-8,471,1,-50,-2,34,26,274,18,-2,23,-4,21,26,1380,-2,12,17,249,9,18,-50,281,-40,18,-100,151,16,2,94,,,,,MRP-06290,1.3,MRP-06290,-0.2,MRP-06290,0.03,,,,,,,,,MRP-06290,8,MRP-06290,1,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960,0602C2
ST014345,C-262654,,,WEEBF1su,20050607,WEEBF1su,"DECOMPOSED GRANITIC ROCK-DIORITE OR QUARTZ DIORITE?;0.5 INCH PINE NEEDLE LITTER REMOVED BEFORE SAMPLING;CEDAR,PINE,SPARSE CLUMPS OF GRASS",,,2,,States2005,591,"0-2 in",orange/gray,woods,"rocky clay silt",WGS84,"14-0079 TO 14-0080",,,,,,,,,,"logging,livestock","not app, poss",,"trees,shrubs",,,CA0750,41.2573,-122.81495,42124SEB2,42124,42124SE,f06093,18010208,STATE,Weed,SOIL,Sediment,Soil,,150,air,"A few % of samples were ground to -100 mesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-06290,8.89,2.44,4.91,0.93,2.88,1.99,0.108,0.397,-2,-10,-8,478,1,-50,-2,39,26,319,18,-2,23,-4,21,26,1500,-2,12,16,247,12,19,-50,284,-40,-6,-100,143,16,2,104,,,,,MRP-06290,1.3,MRP-06290,-0.2,MRP-06290,0.03,,,,,,,,,MRP-06290,10,MRP-06290,-1,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960,0602C2
ST014307,C-262661,,,WEEBG1sl,20050607,WEEBG1sl,"THIN ROCKY SOIL,SOUTH FACING SLOPE;1-2 INCH NEEDLE/TWIG LITTER REMOVED FROM SURFACE;CEDAR,PINE,FIR,MANZANITA,BROAD LEAF SHRUBS,WILD IRIS,SPARCE GRASS",,,2,,States2005,591,"2-12 in",brown,woods,"rocky silt",WGS84,"14-0073 TO 14-0074",,,,,,,,,,logging,"not app, poss",,"trees,shrubs",,,CA0751,41.2435,-122.64415,42124SEC3,42124,42124SE,f06105,18010211,STATE,Weed,SOIL,Sediment,Soil,,150,air,"A few % of samples were ground to -100 mesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-06290,4.78,2.23,13.1,0.38,7.73,1.05,0.028,0.268,-2,10,-8,194,-1,-50,-2,13,104,1410,32,3,14,-4,8,33,1170,-2,-4,-9,1620,13,22,-50,99,-40,-6,-100,140,9,2,96,,,,,MRP-06290,9.9,MRP-06290,-0.2,MRP-06290,0.04,,,,,,,,,MRP-06290,4,MRP-06290,2,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960,0602C2
ST014307,C-262640,,,WEEBG1su,20050607,WEEBG1su,"THIN ROCKY SOIL,SOUTH FACING SLOPE;1-2 INCH NEEDLE/TWIG LITTER REMOVED FROM SURFACE;CEDAR,PINE,FIR,MANZANITA,BROAD LEAF SHRUBS,WILD IRIS,SPARCE GRASS",,,2,,States2005,591,"0-2 in",brown/black,woods,"humus rich soil",WGS84,"14-0073 TO 14-0074",,,,,,,,,,logging,"not app, poss",,"trees,shrubs",,,CA0752,41.2435,-122.64415,42124SEC3,42124,42124SE,f06105,18010211,STATE,Weed,SOIL,Sediment,Soil,,150,air,"A few % of samples were ground to -100 mesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-06290,2.57,1.72,5.64,0.25,3.9,0.492,0.051,0.137,-2,-10,-8,182,-1,-50,-2,6,71,726,22,-2,8,-4,4,13,1430,-2,-4,-9,789,53,11,-50,64,-40,-6,-100,74,4,1,77,,,,,MRP-06290,6.3,MRP-06290,0.3,MRP-06290,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960,0602C2
ST014161,C-262646,,,WEEBI1sl,20050606,WEEBI1sl,"LOGGED WITHIN LAST YEAR OR TWO,PINES THINNED TO 15""DIA OR LESS;MANZANITA,GRASS;0 TO 18 INCHES LOOKS UNIFORM EXCEPT MORE ORG UPPER 2 INCHES,FEW ROCKS",,,2,,States2005,591,"2-18 in",brown,woods,"clay silt (very loose)",WGS84,"14-0060 TO 14-0061",,,,,,,,,,logging,poss,,"trees,shrubs,grass",,,CA0753,41.26622,-122.03524,42124SEH2,42124,42124SE,f06093,18020004,STATE,Weed,SOIL,Sediment,Soil,,150,air,"A few % of samples were ground to -100 mesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-06290,10.2,2.03,3.71,0.83,1.52,1.7,0.075,0.392,-2,-10,-8,365,1,-50,-2,37,16,63,41,-2,26,-4,19,31,778,-2,12,15,39,10,15,-50,363,-40,-6,-100,116,15,2,71,,,,,MRP-06290,4.1,MRP-06290,0.4,MRP-06290,0.03,,,,,,,,,MRP-06290,2,MRP-06290,1,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960,0602C2
ST014161,C-262717,,,WEEBI1su,20050606,WEEBI1su,"LOGGED WITHIN LAST YEAR OR TWO,PINES THINNED TO 15""DIA OR LESS;MANZANITA,GRASS;0 TO 18 INCHES LOOKS UNIFORM EXCEPT MORE ORG UPPER 2 INCHES,FEW ROCKS",,,2,,States2005,591,"0-2 in",brown,woods,"clay silt with organics (very loose)",WGS84,"14-0060 TO 14-0061",,,,,,,,,,logging,poss,,"trees,shrubs,grass",,,CA0754,41.26622,-122.03524,42124SEH2,42124,42124SE,f06093,18020004,STATE,Weed,SOIL,Sediment,Soil,,150,air,"A few % of samples were ground to -100 mesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-06290,10,1.89,3.41,0.84,1.35,1.63,0.084,0.361,-2,-10,-8,350,1,-50,-2,31,15,57,43,-2,25,-4,19,31,856,-2,11,17,37,14,14,-50,343,-40,-6,-100,111,14,2,79,,,,,MRP-06290,5.1,MRP-06290,0.2,MRP-06290,0.05,,,,,,,,,MRP-06290,3,MRP-06290,-1,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960,0602C2
ST014510,C-262689,,,WEECB1sl,20050624,WEECB1sl,"RIDGE TOP SITE,V. STEEP TERRAIN;METASEDIMENT BEDROCK,PIECES OF BULL QUARTZ ON SLOPE SURFACE;DENSE FIRS AND OAKS,SHRUBS,FERNS,WILD ROSE,GPS 15-20 M SOUTH",,,2,,States2005,591,"2-16 in",orange/brown,woods,"rocky silty clay with lots of roots",WGS84,"14-0128 TO 14-0129",,,,,,,,,,"road,logging","not app, poss",,"trees,shrubs",,,CA0755,41.32069,-123.60731,42124SWD2,42124,42124SW,f06023,18010209,STATE,Weed,SOIL,Sediment,Soil,,150,air,"A few % of samples were ground to -100 mesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-06290,10,0.121,4.3,1.54,0.672,0.331,0.058,0.478,-2,10,-8,974,2,-50,-2,79,9,119,57,-2,24,-4,30,57,334,-2,19,20,42,15,19,-50,48,-40,-6,-100,174,12,2,96,,,,,MRP-06290,10.4,MRP-06290,0.4,MRP-06290,0.14,,,,,,,,,MRP-06290,4,MRP-06290,2,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955,0601C2
ST014510,C-262681,,,WEECB1su,20050624,WEECB1su,"RIDGE TOP SITE,V. STEEP TERRAIN;METASEDIMENT BEDROCK,PIECES OF BULL QUARTZ ON SLOPE SURFACE;DENSE FIRS AND OAKS,SHRUBS,FERNS,WILD ROSE,GPS 15-20 M SOUTH",,,2,,States2005,591,"0-2 in",orange/brown,woods,"rocky silty clay with lots of roots",WGS84,"14-0128 TO 14-0129",,,,,,,,,,"road,logging","not app, poss",,"trees,shrubs",,,CA0756,41.32069,-123.60731,42124SWD2,42124,42124SW,f06023,18010209,STATE,Weed,SOIL,Sediment,Soil,,150,air,"A few % of samples were ground to -100 mesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-06290,9.67,0.126,4.22,1.5,0.667,0.333,0.06,0.456,-2,10,-8,1000,2,-50,-2,67,10,113,52,-2,24,-4,27,57,542,-2,18,16,44,15,18,-50,48,-40,-6,-100,171,11,2,98,,,,,MRP-06290,9.7,MRP-06290,0.4,MRP-06290,0.11,,,,,,,,,MRP-06290,3,MRP-06290,1,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955,0601C2
ST014494,C-262659,,,WEECC1sl,20050610,WEECC1sl,"SOIL LOOSE BUT 2-12 INCHES DIGS UP AS CLODS-EASILY BROKEN;GPS AT ROAD 100 M SOUTH OF SAMPLE SITE;FIR,MAPLE,SHRUBS,FERNS,MOSS,MUSHROOMS;GARDEN SNAILS",,,2,,States2005,591,"2-12 in",brown/orange,woods,"rocky silt clay",WGS84,"14-0107 TO 14-0108",,,,,,,,,,logging,"not app, poss",,"trees,shrubs",,,CA0757,41.35096,-123.53002,42124SWD2,42124,42124SW,f06023,18010209,STATE,Weed,SOIL,Sediment,Soil,,150,air,"A few % of samples were ground to -100 mesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-06290,9.99,2.18,6.38,1.12,1.84,1.6,0.208,0.442,-2,-10,-8,479,-1,-50,-2,30,30,230,118,2,23,-4,20,28,1780,-2,10,18,68,8,34,-50,291,-40,-6,-100,226,16,2,150,,,,,MRP-06290,1.9,MRP-06290,-0.2,MRP-06290,0.04,,,,,,,,,MRP-06290,4,MRP-06290,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955,0601C2
ST014494,C-262667,,,WEECC1su,20050610,WEECC1su,"SOIL LOOSE BUT 2-12 INCHES DIGS UP AS CLODS-EASILY BROKEN;GPS AT ROAD 100 M SOUTH OF SAMPLE SITE;FIR,MAPLE,SHRUBS,FERNS,MOSS,MUSHROOMS;GARDEN SNAILS",,,2,,States2005,591,"0-2 in",brown,woods,"rocky silt clay",WGS84,"14-0107 TO 14-0108",,,,,,,,,,logging,"not app, poss",,"trees,shrubs",,,CA0758,41.35096,-123.53002,42124SWD2,42124,42124SW,f06023,18010209,STATE,Weed,SOIL,Sediment,Soil,,150,air,"A few % of samples were ground to -100 mesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-06290,8.93,2.26,5.83,1.14,1.73,1.41,0.2,0.384,-2,-10,-8,511,-1,-50,-2,27,30,184,104,2,21,-4,16,25,2180,-2,8,15,63,7,30,-50,309,-40,-6,-100,211,13,2,133,,,,,MRP-06290,1.8,MRP-06290,-0.2,MRP-06290,0.06,,,,,,,,,MRP-06290,3,MRP-06290,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955,0601C2
ST014423,C-262713,,,WEECD1sl,20050608,WEECD1sl,"GPS ON ROAD 75 M NORTH OF SAMPLE SITE;SOIL VERY COMPACT AT HOLE BOTTOM-CAN'T DIG, BUT LIGHT-FLUFFY ABOVE 12"" DEPTH;NEEDLE LITTER REMOVED;FIR,MADRONE",,,2,,States2005,591,"2-12 in",brown/orange,woods,"rocky clay silt",WGS84,"14-0090 TO 14-0091",,,,,,,,,,logging,"not app, poss",,"trees,shrubs",,,CA0759,41.3337,-123.15946,42124SWG2,42124,42124SW,f06093,18010210,STATE,Weed,SOIL,Sediment,Soil,,150,air,"A few % of samples were ground to -100 mesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-06290,10.5,1.69,4.88,1.57,1.22,1.49,0.17,0.399,-2,-10,-8,1110,2,-50,-2,47,16,71,41,2,27,-4,43,34,2260,-2,16,25,26,11,13,-50,249,-40,-6,-100,81,18,2,114,,,,,MRP-06290,2.2,MRP-06290,-0.2,MRP-06290,0.05,,,,,,,,,MRP-06290,3,MRP-06290,1,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960,0602C2
ST014423,C-262656,,,WEECD1su,20050608,WEECD1su,"GPS ON ROAD 75 M NORTH OF SAMPLE SITE;SOIL VERY COMPACT AT HOLE BOTTOM-CAN'T DIG, BUT LIGHT-FLUFFY ABOVE 12"" DEPTH;NEEDLE LITTER REMOVED;FIR,MADRONE",,,2,,States2005,591,"0-2 in",brown,woods,"rocky clay silt",WGS84,"14-0090 TO 14-0091",,,,,,,,,,logging,"not app, poss",,"trees,shrubs",,,CA0760,41.3337,-123.15946,42124SWG2,42124,42124SW,f06093,18010210,STATE,Weed,SOIL,Sediment,Soil,,150,air,"A few % of samples were ground to -100 mesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-06290,9.77,1.75,4.6,1.52,1.22,1.41,0.223,0.37,-2,-10,-8,1100,2,-50,-2,46,15,66,35,-2,25,-4,38,32,2650,-2,15,21,26,10,13,-50,245,-40,-6,-100,79,16,2,115,,,,,MRP-06290,2.4,MRP-06290,-0.2,MRP-06290,0.05,,,,,,,,,MRP-06290,4,MRP-06290,-1,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960,0602C2
ST014395,C-262127,,,WEECE1sl,20050609,WEECE1sl,"GRASSY AREA IN FOREST, SHALLOW LOOSE V.ROCKY SOIL, HOLE BOTTOMS ON ROCKS; LOGGING 10+ YEARS AGO; PINE,FIR,MAPLE,SHRUBS,MADRONE GRASS",,,2,,States2005,591,"2-8 in","lt gray/brown",woods,"very rocky clay silt",WGS84,"14.0094 TO 14-0095",,,,,,,,,,"logging/tree thinning","not app, poss",,"trees,shrubs",,,CA0761,41.31207,-123.03408,42124SWH2,42124,42124SW,f06093,18010210,STATE,Weed,SOIL,Sediment,Soil,,150,air,"A few % of samples were ground to -100 mesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-06278,6.439,1.427,3.73,1.32,1.977,0.677,0.099,0.411,-2,13,-8,1350,2,-50,-2,37,19,141,68,-2,22,-4,21,39,1930,2,16,17,81,12,18,-50,108,-40,7,-100,130,15,2,160,,,,,MRP-06278,6.3,MRP-06278,-0.2,MRP-06278,0.05,,,,,,,,,MRP-06278,3,MRP-06278,1,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960,0602C2
ST014395,C-262110,,,WEECE1su,20050609,WEECE1su,"GRASSY AREA IN FOREST, SHALLOW LOOSE V.ROCKY SOIL, HOLE BOTTOMS ON ROCKS; LOGGING 10+ YEARS AGO; PINE,FIR,MAPLE,SHRUBS,MADRONE GRASS",,,2,,States2005,591,"0-2 in",brown,woods,"very rocky clay silt",WGS84,"14-0094 TO 14-0095",,,,,,,,,,"logging/tree thinning","not app, poss",,"trees,shrubs",,,CA0762,41.31207,-123.03408,42124SWH2,42124,42124SW,f06093,18010210,STATE,Weed,SOIL,Sediment,Soil,,150,air,"A few % of samples were ground to -100 mesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-06278,5.96,1.384,3.63,1.26,1.886,0.604,0.101,0.387,-2,-10,-8,1100,2,-50,-2,35,20,137,69,-2,20,-4,21,35,1610,2,15,20,80,10,18,-50,98,-40,9,-100,127,15,2,139,,,,,MRP-06278,6.2,MRP-06278,-0.2,MRP-06278,0.04,,,,,,,,,MRP-06278,5,MRP-06278,1,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960,0602C2
ST014294,C-262134,,,WEECG1sl,20050607,WEECG1sl,"VERY ROCKY SOIL-SAND SIZE TO BOULDER SIZED ROCKS (PERIDOTITE/GABBRO AREA); 0-1 INCH ORGANIC RICH--LEAF LITTER HAS BEEN REMOVED;HOLE BOTTOMS ON ROCKS",,,2,,States2005,591,"1-11 in",red/yellow/brown,woods,"rocky clay silt",WGS84,"14-0071 TO 14-0072",,,,,,,,,,logging,"not app, poss",,"trees,shrubs",,,CA0763,41.32079,-122.5586,42124SED2,42124,42124SE,f06105,18010211,STATE,Weed,SOIL,Sediment,Soil,,150,air,"A few % of samples were ground to -100 mesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-06278,6.115,2.259,8.96,0.62,7.526,0.919,0.031,0.374,2,-10,-8,232,-1,-50,-2,17,108,1210,38,3,18,-4,9,30,892,-2,8,10,1850,9,23,-50,111,-40,10,-100,150,8,2,115,,,,,MRP-06278,4.9,MRP-06278,-0.2,MRP-06278,0.03,,,,,,,,,MRP-06278,2,MRP-06278,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960,0602C2
ST014294,C-262106,,,WEECG1su,20050607,WEECG1su,"VERY ROCKY SOIL-SAND SIZE TO BOULDER SIZED ROCKS (PERIDOTITE/GABBRO AREA); 0-1 INCH ORGANIC RICH--LEAF LITTER HAS BEEN REMOVED;HOLE BOTTOMS ON ROCKS",,,2,,States2005,591,"0-1 in",brown/black,woods,"high organic (humus rich) soil",WGS84,"14-0071 TO 14-0072",,,,,,,,,,logging,"not app, poss",,"trees,shrubs",,,CA0764,41.32079,-122.5586,42124SED2,42124,42124SE,f06105,18010211,STATE,Weed,SOIL,Sediment,Soil,,150,air,"A few % of samples were ground to -100 mesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-06278,6.069,1.403,3.66,1.27,1.93,0.618,0.105,0.396,-2,-10,-8,1140,2,-50,-2,37,20,142,72,-2,21,-4,20,35,1700,3,15,17,82,12,18,-50,101,-40,7,-100,130,15,2,146,,,,,MRP-06278,6.1,MRP-06278,-0.2,MRP-06278,0.04,,,,,,,,,MRP-06278,4,MRP-06278,1,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960,0602C2
